State,Medical School,Course,Required or Recommended?,Lab?,Credit Hours,Pass/Fail,AP Credit,Online Course,Community College,Additional Info,,,,,,,
NC,University of North Carolina at Chapel Hill School of Medicine,Humanities,Recommended,N,,,,,,"Students must three (3) courses in Humanities to
meet our requirement. For details visit our website
at: https://www.med.unc.edu/admit/requirements/
academic-requirements/",,,,,,,
NC,University of North Carolina at Chapel Hill School of Medicine,Inorganic Chemistry,Required,Y,,,,,,Also considered General Chemistry,,,,,,,
NC,University of North Carolina at Chapel Hill School of Medicine,Organic Chemistry,Required,Y,,,,,,"This course would meet one of the Chemistry
requirements. For details visit our website at: https://
www.med.unc.edu/admit/requirements/academic-requirements/",,,,,,,
NC,University of North Carolina at Chapel Hill School of Medicine,Physics,,N,,,,,,,,,,,,,
NC,University of North Carolina at Chapel Hill School of Medicine,Psychology,Recommended,N,,,,,,,,,,,,,
NC,University of North Carolina at Chapel Hill School of Medicine,Social Sciences,Recommended,N,,,,,,"Students may take this course or a course in
Behavioral Science to meet our requirement. For
details visit our website at: https://www.med.unc.edu/
admit/requirements/academic-requirements/",,,,,,,
NC,University of North Carolina at Chapel Hill School of Medicine,"Statistics or
Biostatistics",Required,N,,,,,,"For details visit our website at: https://
www.med.unc.edu/admit/requirements/academic-requirements/",,,,,,,
NC,Wake Forest School of Medicine of Wake Forest Baptist Medical Center,Behavioral Sciences,Recommended,N,,,Y,Y,Y,,,,,,,,
NC,Wake Forest School of Medicine of Wake Forest Baptist Medical Center,Biochemistry,Recommended,N,,,Y,Y,Y,,,,,,,,
NC,Wake Forest School of Medicine of Wake Forest Baptist Medical Center,Biology,Recommended,Y,,,Y,Y,Y,,,,,,,,
NC,Wake Forest School of Medicine of Wake Forest Baptist Medical Center,Biology/Zoology,Recommended,Y,,,Y,Y,Y,,,,,,,,
NC,Wake Forest School of Medicine of Wake Forest Baptist Medical Center,Calculus,Recommended,N,,,,,,,,,,,,,
NC,Wake Forest School of Medicine of Wake Forest Baptist Medical Center,College English,,N,,,,,,,,,,,,,
NC,Wake Forest School of Medicine of Wake Forest Baptist Medical Center,College Mathematics,Recommended,N,,,Y,Y,Y,,,,,,,,
NC,Wake Forest School of Medicine of Wake Forest Baptist Medical Center,Computer Science,,N,,,,,,,,,,,,,
NC,Wake Forest School of Medicine of Wake Forest Baptist Medical Center,Genetics,Recommended,N,,,Y,Y,Y,,,,,,,,
NC,Wake Forest School of Medicine of Wake Forest Baptist Medical Center,Humanities,Recommended,N,,,Y,Y,Y,,,,,,,,
NC,Wake Forest School of Medicine of Wake Forest Baptist Medical Center,Inorganic Chemistry,Recommended,Y,,,Y,Y,Y,,,,,,,,
NC,Wake Forest School of Medicine of Wake Forest Baptist Medical Center,Organic Chemistry,Recommended,Y,,,Y,Y,Y,,,,,,,,
NC,Wake Forest School of Medicine of Wake Forest Baptist Medical Center,Physics,Recommended,Y,,,Y,Y,Y,,,,,,,,
NC,Wake Forest School of Medicine of Wake Forest Baptist Medical Center,Psychology,Recommended,N,,,Y,Y,Y,,,,,,,,
NC,Wake Forest School of Medicine of Wake Forest Baptist Medical Center,Social Sciences,Recommended,N,,,Y,Y,Y,,,,,,,,
ND,University of North Dakota School of Medicine and Health Sciences,Behavioral Sciences,Recommended,N,,,Y,Y,Y,,,,,,,,
ND,University of North Dakota School of Medicine and Health Sciences,Biochemistry,Recommended,N,,,Y,Y,Y,This course is strongly recommended.,,,,,,,
ND,University of North Dakota School of Medicine and Health Sciences,Biology,Recommended,Y,,,Y,Y,Y,This course is strongly recommended,,,,,,,
ND,University of North Dakota School of Medicine and Health Sciences,Biology/Zoology,Recommended,Y,,,Y,Y,Y,,,,,,,,
ND,University of North Dakota School of Medicine and Health Sciences,Calculus,Recommended,N,,,,,,,,,,,,,
ND,University of North Dakota School of Medicine and Health Sciences,College English,Recommended,N,,,Y,Y,Y,This course is strongly recommended.,,,,,,,
ND,University of North Dakota School of Medicine and Health Sciences,College Mathematics,Recommended,N,,,Y,Y,Y,"It is strongly recommended that the applicant have
math through calculus or a statistics course.",,,,,,,
ND,University of North Dakota School of Medicine and Health Sciences,Computer Science,Recommended,N,,,,,,"Most of the curriculum is accessed through
computer.",,,,,,,
ND,University of North Dakota School of Medicine and Health Sciences,Genetics,Recommended,N,,,,,,,,,,,,,
ND,University of North Dakota School of Medicine and Health Sciences,Humanities,Recommended,N,,,,,,,,,,,,,
ND,University of North Dakota School of Medicine and Health Sciences,Inorganic Chemistry,Recommended,Y,,,Y,Y,Y,This course is strongly recommended.,,,,,,,
ND,University of North Dakota School of Medicine and Health Sciences,Organic Chemistry,Recommended,Y,,,Y,Y,Y,This course is strongly recommended.,,,,,,,
ND,University of North Dakota School of Medicine and Health Sciences,Physics,Recommended,N,,,Y,Y,Y,This course is strongly recommended.,,,,,,,
ND,University of North Dakota School of Medicine and Health Sciences,Psychology,Recommended,N,,,Y,Y,Y,This course is strongly recommended,,,,,,,
ND,University of North Dakota School of Medicine and Health Sciences,Social Sciences,,,,,,,,,,,,,,,
NE,Creighton University School of Medicine,Behavioral Sciences,,,,,,,,,,,,,,,
NE,Creighton University School of Medicine,Biochemistry,Recommended,,,,,,,,,,,,,,
NE,Creighton University School of Medicine,Biology,Recommended,,,,,,,,,,,,,,
NE,Creighton University School of Medicine,Biology/Zoology,,,,,,,,,,,,,,,
NE,Creighton University School of Medicine,Calculus,,,,,,,,,,,,,,,
NE,Creighton University School of Medicine,College English,Recommended,,,,,,,,,,,,,,
NE,Creighton University School of Medicine,College Mathematics,,,,,,,,,,,,,,,
NE,Creighton University School of Medicine,Computer Science,,,,,,,,,,,,,,,
NE,Creighton University School of Medicine,Genetics,Recommended,,,,,,,,,,,,,,
NE,Creighton University School of Medicine,Humanities,Recommended,,,,,,,,,,,,,,
NE,Creighton University School of Medicine,Inorganic Chemistry,Recommended,,,,,,,,,,,,,,
NE,Creighton University School of Medicine,Organic Chemistry,Recommended,,,,,,,,,,,,,,
NE,Creighton University School of Medicine,Physics,,,,,,,,,,,,,,,
NE,Creighton University School of Medicine,Physiology,Recommended,,,,,,,,,,,,,,
NE,Creighton University School of Medicine,Psychology,,,,,,,,,,,,,,,
NE,Creighton University School of Medicine,Social Sciences,,,,,,,,,,,,,,,
NE,Creighton University School of Medicine,Statistics,Recommended,,,,,,,,,,,,,,
NE,University of Nebraska College of Medicine,Behavioral Sciences,Recommended,N,6,,N,Y,Y,,,,,,,,
NE,University of Nebraska College of Medicine,Biochemistry,Required,N,3,,N,Y,N,,,,,,,,
NE,University of Nebraska College of Medicine,Biology,Required,N,8,,N,Y,Y,,,,,,,,
NE,University of Nebraska College of Medicine,Biology/Zoology,Recommended,N,3,,N,Y,Y,,,,,,,,
NE,University of Nebraska College of Medicine,Calculus,Recommended,N,3,,N,Y,Y,,,,,,,,
NE,University of Nebraska College of Medicine,College English,Required,N,3,,N,Y,Y,,,,,,,,
NE,University of Nebraska College of Medicine,College Mathematics,Recommended,N,3,,N,Y,Y,,,,,,,,
NE,University of Nebraska College of Medicine,Computer Science,,N,,,,,,,,,,,,,
NE,University of Nebraska College of Medicine,Genetics,Required,N,3,,N,Y,Y,,,,,,,,
NE,University of Nebraska College of Medicine,Humanities,Required,N,6,,N,Y,Y,,,,,,,,
NE,University of Nebraska College of Medicine,Inorganic Chemistry,Required,Y,8,,N,Y,Y,,,,,,,,
NE,University of Nebraska College of Medicine,Organic Chemistry,Required,Y,8,,N,Y,Y,,,,,,,,
NE,University of Nebraska College of Medicine,Physics,Required,Y,8,,N,Y,Y,,,,,,,,
NE,University of Nebraska College of Medicine,Psychology,Recommended,N,3,,N,Y,Y,,,,,,,,
NE,University of Nebraska College of Medicine,Social Sciences,Recommended,N,6,,N,Y,Y,,,,,,,,
NH,Geisel School of Medicine at Dartmouth,Behavioral Sciences,,N,,,,,,,,,,,,,
NH,Geisel School of Medicine at Dartmouth,Biochemistry,Required,N,4,,,C,Y,,,,,,,,
NH,Geisel School of Medicine at Dartmouth,Biology,Required,N,8,,C,C,Y,,,,,,,,
NH,Geisel School of Medicine at Dartmouth,Biology/Zoology,,N,,,,,,,,,,,,,
NH,Geisel School of Medicine at Dartmouth,Calculus,,N,,,,,,,,,,,,,
NH,Geisel School of Medicine at Dartmouth,Calculus or Statistics,Required,N,3,,C,C,Y,,,,,,,,
NH,Geisel School of Medicine at Dartmouth,College English,,N,,,,,,,,,,,,,
NH,Geisel School of Medicine at Dartmouth,College Mathematics,,N,,,,,,,,,,,,,
NH,Geisel School of Medicine at Dartmouth,Computer Science,,N,,,,,,,,,,,,,
NH,Geisel School of Medicine at Dartmouth,Genetics,,N,,,,,,,,,,,,,
NH,Geisel School of Medicine at Dartmouth,Humanities,,N,,,,,,,,,,,,,
NH,Geisel School of Medicine at Dartmouth,Inorganic Chemistry,Required,N,8,,C,C,Y,,,,,,,,
NH,Geisel School of Medicine at Dartmouth,Organic Chemistry,Required,N,4,,C,C,Y,,,,,,,,
NH,Geisel School of Medicine at Dartmouth,Physics,Required,N,8,,C,C,Y,,,,,,,,
NH,Geisel School of Medicine at Dartmouth,Psychology,,N,,,,,,,,,,,,,
NH,Geisel School of Medicine at Dartmouth,Social Sciences,,N,,,,,,,,,,,,,
NJ,Cooper Medical School of Rowan University,Behavioral Sciences,Recommended,,,,,,,,,,,,,,
NJ,Cooper Medical School of Rowan University,Biochemistry,Recommended,,,,,,,,,,,,,,
NJ,Cooper Medical School of Rowan University,Biology,Required,Y,8,,N,Y,Y,"We will accept Pass/Fail and online labs for
coursework completed during the 2019-2020 and
2020-2021 academic years.",,,,,,,
NJ,Cooper Medical School of Rowan University,Biology/Zoology,,,,,,,,,,,,,,,
NJ,Cooper Medical School of Rowan University,Biostatistics,Recommended,,,,,,,,,,,,,,
NJ,Cooper Medical School of Rowan University,Calculus,,N,,,,,,,,,,,,,
NJ,Cooper Medical School of Rowan University,College English,Required,,3,,N,,Y,,,,,,,,
NJ,Cooper Medical School of Rowan University,College Mathematics,,N,,,,,,,,,,,,,
NJ,Cooper Medical School of Rowan University,Computer Science,,N,,,,,,,,,,,,,
NJ,Cooper Medical School of Rowan University,Ethics,Recommended,,,,,,,,,,,,,,
NJ,Cooper Medical School of Rowan University,Genetics,,N,,,,,,,,,,,,,
NJ,Cooper Medical School of Rowan University,Humanities,Recommended,,,,,,,,,,,,,,
NJ,Cooper Medical School of Rowan University,Inorganic Chemistry,Required,Y,8,,N,Y,Y,"We will accept Pass/Fail and online labs for
coursework completed during the 2019-2020 and
2020-2021 academic years.",,,,,,,
NJ,Cooper Medical School of Rowan University,Organic Chemistry,Recommended,Y,,,,,,,,,,,,,
NJ,Cooper Medical School of Rowan University,Physics,Recommended,Y,,,,,,,,,,,,,
NJ,Cooper Medical School of Rowan University,Psychology,Recommended,N,,,,,,,,,,,,,
NJ,Cooper Medical School of Rowan University,Social Sciences,Recommended,,,,,,,,,,,,,,
NJ,Cooper Medical School of Rowan University,Spanish,Recommended,,,,,,,,,,,,,,
NJ,Cooper Medical School of Rowan University,Behavioral Sciences,,N,,,,,,,,,,,,,
NJ,Cooper Medical School of Rowan University,Biochemistry,Required,N,3,C,N,C,N,"NJMS will accept online courses for as long as
distance learning is required and/or strongly
recommended by colleges/universities as a result of
the national pandemic.",,,,,,,
NJ,Cooper Medical School of Rowan University,Biology,Required,Y,8,C,Y,C,Y,"Lab required for both semesters. NJMS will accept
online courses for as long as distance learning is
required and/or strongly recommended by colleges/
universities as a result of the national pandemic.",,,,,,,
NJ,Cooper Medical School of Rowan University,Biology/Zoology,,,,,,,,,,,,,,,
NJ,Cooper Medical School of Rowan University,Calculus,Recommended,N,,C,Y,C,Y,"NJMS will accept online courses for as long as
distance learning is required and/or strongly
recommended by colleges/universities as a result of
the national pandemic.",,,,,,,
NJ,Cooper Medical School of Rowan University,College English,Required,N,6,C,Y,C,Y,"A writing intensive college level course can also
suffice. Online courses will be accepted for as long
as distance learning is required by colleges/
universities as a result of the national pandemic.",,,,,,,
NJ,Cooper Medical School of Rowan University,College Mathematics,,,,,,,,,,,,,,,
NJ,Cooper Medical School of Rowan University,Computer Science,,N,,,,,,,,,,,,,
NJ,Rutgers New Jersey Medical School,Genetics,Recommended,N,,C,N,C,,,,,,,,,
NJ,Rutgers New Jersey Medical School,Humanities,,N,,,,,,,,,,,,,
NJ,Rutgers New Jersey Medical School,Inorganic Chemistry,Required,Y,8,C,Y,C,Y,"General Chemistry requirement; Lab required for
both semesters. NJMS will accept online courses for
as long as distance learning is required as a result of
the national pandemic.",,,,,,,
NJ,Rutgers New Jersey Medical School,,,,,,,,,Lab required for both semesters. NJMS will accept online courses for as long as distance learning is required as a result of national pandemic,,,,,,,
NJ,Rutgers New Jersey Medical School,Organic Chemistry,,Y,8,,,,,"Lab required for both semesters. NJMS will accept
online courses for as long as distance learning is
required as a result of the national pandemic. .",,,,,,,
NJ,Rutgers New Jersey Medical School,,,,,C,N,C,,,,,,,,,
NJ,Rutgers New Jersey Medical School,Physics,Required,Y,8,C,Y,C,N,,,,,,,,
NJ,Rutgers New Jersey Medical School,Psychology,Required,N,,C,,,,,,,,,,,
NJ,Rutgers New Jersey Medical School,,,,,,,,,,,,,,,,
NJ,Rutgers New Jersey Medical School,Statistics,Recommended,N,,C,C,C,C,,,,,,,,
NJ,"Rutgers, Robert Wood Johnson Medical School",Behavioral Sciences,Recommended,N,,Y,Y,Y,Y,,,,,,,,
NJ,"Rutgers, Robert Wood Johnson Medical School",Biochemistry,Required,N,3,C,N,Y,C,"We will accept online and alternative grading for the
spring semester of 19-20 and the 20-21 year. We
accept community college if there is other significant
upper level science work or for military.",,,,,,,
NJ,"Rutgers, Robert Wood Johnson Medical School",Biology,Required,Y,8,Y,Y,Y,Y,"To ensure applicants are not disadvantaged by
changes at undergraduate schools, we will accept
online and alternative grading for the spring
semester of 19-20 as well as for the 20-21 academic
year.",,,,,,,
NJ,"Rutgers, Robert Wood Johnson Medical School",Biology/Zoology,,N,,,Y,Y,Y,,,,,,,,
NJ,"Rutgers, Robert Wood Johnson Medical School",Calculus,Recommended,N,,Y,Y,Y,Y,"A year of mathematics courses is required and could
include Calculus and Bio-statistics or other
coursework within the field of mathematics.",,,,,,,
NJ,"Rutgers, Robert Wood Johnson Medical School",Cell Biology,Recommended,N,,,,,Y,,,,,,,,
NJ,"Rutgers, Robert Wood Johnson Medical School",College English,Required,N,6,Y,Y,Y,Y,"Writing intensive courses in multiple subjects may be
substituted for the year of English requirement.",,,,,,,
NJ,"Rutgers, Robert Wood Johnson Medical School",College Mathematics,Required,N,6,Y,Y,Y,Y,"Many types of mathematics courses may qualify
including biostatistics",,,,,,,
NJ,"Rutgers, Robert Wood Johnson Medical School",Computer Science,,N,,,,,Y,,,,,,,,
NJ,"Rutgers, Robert Wood Johnson Medical School",Genetics,Recommended,N,,,,,Y,,,,,,,,
NJ,"Rutgers, Robert Wood Johnson Medical School",Humanities,Recommended,N,,,,,Y,,,,,,,,
NJ,"Rutgers, Robert Wood Johnson Medical School",Inorganic Chemistry,Required,Y,8,Y,Y,Y,Y,"To ensure applicants are not disadvantaged by
changes at undergraduate schools, we will accept
online and alternative grading for the spring
semester of 19-20 as well as for the 20-21 academic
year.",,,,,,,
NJ,"Rutgers, Robert Wood Johnson Medical School",Molecular Biology,Recommended,N,,,,,,,,,,,,,
NJ,"Rutgers, Robert Wood Johnson Medical School",Organic Chemistry,Required,Y,4,C,N,Y,Y,"To ensure applicants are not disadvantaged by
changes, we will accept online and alternative
grading for the spring semester of 19-20 as well as
for the 20-21 academic year.",,,,,,,
NJ,"Rutgers, Robert Wood Johnson Medical School",Physics,Required,Y,8,Y,Y,Y,Y,"To ensure applicants are not disadvantaged by
changes at undergraduate schools, we will accept
online and alternative grading for the spring
semester of 19-20 as well as for the 20-21 academic
year.",,,,,,,
NJ,"Rutgers, Robert Wood Johnson Medical School",Physiology,Recommended,,,,Y,Y,Y,,,,,,,,
NJ,"Rutgers, Robert Wood Johnson Medical School",Psychology,Recommended,N,,,Y,Y,Y,,,,,,,,
NJ,"Rutgers, Robert Wood Johnson Medical School",Social Sciences,Recommended,N,,,Y,Y,Y,,,,,,,,
NJ,"Rutgers, Robert Wood Johnson Medical School",Statistics,Recommended,N,,,Y,Y,Y,,,,,,,,
NJ,Seton Hall -Hackensack Meridian School of Medicine,Behavioral Sciences,,,,,,,,"Please visit website https://www.hmsom.org/
admissions/requirements/",,,,,,,
NJ,Seton Hall -Hackensack Meridian School of Medicine,Biochemistry,,,,,,,,"Please visit website https://www.hmsom.org/
admissions/requirements/",,,,,,,
NJ,Seton Hall -Hackensack Meridian School of Medicine,Biology,Required,Y,8,,Y,C,Y,"Please visit website https://www.hmsom.org/
admissions/requirements/",,,,,,,
NJ,Seton Hall -Hackensack Meridian School of Medicine,Biology/Zoology,Required,Y,4,,Y,,Y,"Please visit website https://www.hmsom.org/
admissions/requirements/",,,,,,,
NJ,Seton Hall -Hackensack Meridian School of Medicine,Calculus,,,,,,,,"Please visit website https://www.hmsom.org/
admissions/requirements/",,,,,,,
NJ,Seton Hall -Hackensack Meridian School of Medicine,College English,Required,,3,,Y,Y,Y,"Please visit website https://www.hmsom.org/
admissions/requirements/",,,,,,,
NJ,Seton Hall -Hackensack Meridian School of Medicine,College Mathematics,,,3,,Y,Y,Y,"Please visit website https://www.hmsom.org/
admissions/requirements/",,,,,,,
NJ,Seton Hall -Hackensack Meridian School of Medicine,Computer Science,,,,,,,,"Please visit website https://www.hmsom.org/
admissions/requirements/",,,,,,,
NJ,Seton Hall -Hackensack Meridian School of Medicine,Genetics,,,,,,,,"Please visit website https://www.hmsom.org/
admissions/requirements/",,,,,,,
NJ,Seton Hall -Hackensack Meridian School of Medicine,Humanities,,,,,,,,"Please visit website https://www.hmsom.org/
admissions/requirements/",,,,,,,
NJ,Seton Hall -Hackensack Meridian School of Medicine,Inorganic Chemistry,Required,Y,8,,Y,Y,Y,"Please visit website https://www.hmsom.org/
admissions/requirements/",,,,,,,
NJ,Seton Hall -Hackensack Meridian School of Medicine,Organic Chemistry,,Y,,Y,Y,,Y,"Please visit website https://www.hmsom.org/
admissions/requirements/",,,,,,,
NJ,Seton Hall -Hackensack Meridian School of Medicine,Physics,,,,Y,Y,Y,Y,"Please visit website https://www.hmsom.org/
admissions/requirements/",,,,,,,
NJ,Seton Hall -Hackensack Meridian School of Medicine,Psychology,,,,,Y,Y,Y,"Please visit website https://www.hmsom.org/
admissions/requirements/",,,,,,,
NJ,Seton Hall -Hackensack Meridian School of Medicine,Social Sciences,,,,,Y,Y,Y,"Please visit website https://www.hmsom.org/
admissions/requirements/",,,,,,,
NJ,Seton Hall -Hackensack Meridian School of Medicine,Advanced,,,,,,,,,,,,,,,
NJ,Seton Hall -Hackensack Meridian School of Medicine,Biochemistry,Recommended,N,,N,,Y,N,,,,,,,,
NJ,Seton Hall -Hackensack Meridian School of Medicine,"Anatomy &
Physiology",Recommended,,,N,,Y,Y,,,,,,,,
NJ,Seton Hall -Hackensack Meridian School of Medicine,Behavioral Sciences,Recommended,N,,N,,Y,Y,,,,,,,,
NM,University of New Mexico School of Medicine,Biochemistry,Required,N,3,N,N,Y,N,,,,,,,,
NM,University of New Mexico School of Medicine,Biology,Required,Y,8,N,Y,Y,Y,,,,,,,,
NM,University of New Mexico School of Medicine,Biology/Zoology,,,,,,,Y,,,,,,,,
NM,University of New Mexico School of Medicine,Calculus,,N,,,,,,,,,,,,,
NM,University of New Mexico School of Medicine,College English,,N,,,,,,,,,,,,,
NM,University of New Mexico School of Medicine,College Mathematics,,N,,,,,,,,,,,,,
NM,University of New Mexico School of Medicine,Computer Science,,N,,,,,,,,,,,,,
NM,University of New Mexico School of Medicine,Genetics,Recommended,,,N,,Y,Y,,,,,,,,
NM,University of New Mexico School of Medicine,Humanities,Recommended,N,,N,,Y,Y,,,,,,,,
NM,University of New Mexico School of Medicine,Immunology,Recommended,,,N,,Y,Y,,,,,,,,
NM,University of New Mexico School of Medicine,Inorganic Chemistry,Required,Y,8,N,Y,Y,Y,,,,,,,,
NM,University of New Mexico School of Medicine,Microbiology,Recommended,,,N,,Y,Y,,,,,,,,
NM,University of New Mexico School of Medicine,Organic Chemistry,Required,Y,8,N,N,Y,Y,,,,,,,,
NM,University of New Mexico School of Medicine,Physics,Required,N,6,N,Y,Y,Y,,,,,,,,
NM,University of New Mexico School of Medicine,Psychology,Recommended,,,N,,Y,Y,,,,,,,,
NM,University of New Mexico School of Medicine,Social Sciences,,N,,,,,,,,,,,,,
NM,University of New Mexico School of Medicine,Sociology,Recommended,,,N,,Y,Y,,,,,,,,
NV,"University of Nevada Las Vegas, School of Medicine",Anatomy,Recommended,Y,,,N,Y,Y,"1 course required; typically in Psychology or
Sociology with application to healthcare. Pass/Fail
accepted for listed COVID semesters only. Please
see website for details.",,,,,,,
NV,"University of Nevada Las Vegas, School of Medicine",Behavioral Sciences,Required,N,,C,N,Y,Y,"1 course required; Pass /Fail accepted for listed
COVID semesters only. Please see website for
details.",,,,,,,
NV,"University of Nevada Las Vegas, School of Medicine",Biochemistry,Required,N,,C,N,Y,Y,"3 courses required and 1 course must have a lab;
Pass/Fail accepted for listed COVID semesters only.
Please see website for details.",,,,,,,
NV,"University of Nevada Las Vegas, School of Medicine",Biology,Required,Y,,C,N,Y,Y,,,,,,,,
NV,"University of Nevada Las Vegas, School of Medicine",Biology/Zoology,,,,,,,,,,,,,,,
NV,"University of Nevada Las Vegas, School of Medicine",Calculus,,,,,,,,,,,,,,,
NV,"University of Nevada Las Vegas, School of Medicine",College English,,,,,,,,,,,,,,,
NV,"University of Nevada Las Vegas, School of Medicine",College Mathematics,,,,,,,,,,,,,,,
NV,"University of Nevada Las Vegas, School of Medicine",Computer Science,,,,,,,,,,,,,,,
NV,"University of Nevada Las Vegas, School of Medicine",Genetics,Recommended,N,,,N,Y,Y,Y,,,,,,,
NV,"University of Nevada Las Vegas, School of Medicine",Humanities,,,,,,,,,,,,,,,
NV,"University of Nevada Las Vegas, School of Medicine",Immunology,Recommended,N,,,N,Y,Y,Y,,,,,,,
NV,"University of Nevada Las Vegas, School of Medicine",Inorganic Chemistry,,,,,,,,,,,,,,,
NV,"University of Nevada Las Vegas, School of Medicine",Organic Chemistry,Recommended,,,,N,Y,Y,Y,,,,,,,
NV,"University of Nevada Las Vegas, School of Medicine",Physics,Recommended,N,,,N,Y,Y,Y,,,,,,,
NV,"University of Nevada Las Vegas, School of Medicine",Physiology,Recommended,N,,,N,Y,Y,Y,,,,,,,
NV,"University of Nevada Las Vegas, School of Medicine",Psychology,,,,,,,,,,,,,,,
NV,"University of Nevada Las Vegas, School of Medicine",Social Sciences,,,,,,,,,,,,,,,
NV,"University of Nevada Las Vegas, School of Medicine",Stastics,Recommended,N,,,N,Y,Y,,,,,,,,
NV,"University of Nevada, Reno School of Medicine",Behavioral Sciences,Required,N,3,,Y,Y,Y,"UNR Med requires three credits of general
psychology or abnormal psychology.",,,,,,,
NV,"University of Nevada, Reno School of Medicine",Biochemistry,Required,N,3,,Y,Y,Y,,,,,,,,
NV,"University of Nevada, Reno School of Medicine",Biology,Required,Y,15,,Y,Y,Y,"UNR Med requires that six upper division biology
credits be completed in person at a four-year
institution. UNR Med does not accept online or AP
credits for the upper division biology requirement.",,,,,,,
NV,"University of Nevada, Reno School of Medicine","Biology: 15 credits
including 2 credits
Biology lab and 6
credits of upper
division",Required,Y,15,,Y,Y,Y,,,,,,,,
NV,"University of Nevada, Reno School of Medicine",Biology/Zoology,,N,,,,,,,,,,,,,
NV,"University of Nevada, Reno School of Medicine",Calculus,,N,,,,,,,,,,,,,
NV,"University of Nevada, Reno School of Medicine",College English,Recommended,N,,,,,,,,,,,,,
NV,"University of Nevada, Reno School of Medicine",College Mathematics,Recommended,N,,,,,,,,,,,,,
NV,"University of Nevada, Reno School of Medicine",Computer Science,Recommended,N,,,,,,,,,,,,,
NV,"University of Nevada, Reno School of Medicine",Genetics,Recommended,N,,,,,,,,,,,,,
NV,"University of Nevada, Reno School of Medicine",Humanities,Recommended,N,,,,,,,,,,,,,
NV,"University of Nevada, Reno School of Medicine",Immunology,Recommended,N,,,,,,,,,,,,,
NV,"University of Nevada, Reno School of Medicine",Inorganic Chemistry,Required,Y,8,,Y,Y,Y,,,,,,,,
NV,"University of Nevada, Reno School of Medicine",Microbiology,Recommended,N,,,,,,,,,,,,,
NV,"University of Nevada, Reno School of Medicine",Organic Chemistry,Required,N,8,,Y,Y,Y,"UNR Med requires a minimum of two organic
chemistry lab credits to be completed in person.
UNR Med does not accept online credits for organic
chemistry lab requirements.",,,,,,,
NV,"University of Nevada, Reno School of Medicine",Parasitology,Recommended,N,,,,,,,,,,,,,
NV,"University of Nevada, Reno School of Medicine",Physics,Required,N,8,,Y,Y,Y,"UNR Med requires a minimum of two physics lab
credits to be completed in person. UNR Med does
not accept online credits for physics lab
requirements.",,,,,,,
NV,"University of Nevada, Reno School of Medicine",Psychology,Required,N,3,,Y,Y,Y,"UNR Med requires three credits of psychology or
sociology.",,,,,,,
NV,"University of Nevada, Reno School of Medicine",Social Sciences,Recommended,N,,,,,,,,,,,,,
NY,Albany Medical College,Behavioral Sciences,,N,,,,,,,,,,,,,
NY,Albany Medical College,Biochemistry,Recommended,N,6,,Y,N,Y,"Can be used toward our Organic Chemistry
requirement.",,,,,,,
NY,Albany Medical College,Biology,Required,N,6,,Y,N,Y,,,,,,,,
NY,Albany Medical College,Biology/Zoology,Recommended,Y,6,,Y,N,Y,Can be used toward our Biology requirement.,,,,,,,
NY,Albany Medical College,Calculus,,,,,,,,,,,,,,,
NY,Albany Medical College,College English,,N,,,,,,,,,,,,,
NY,Albany Medical College,College Mathematics,,N,,,,,,,,,,,,,
NY,Albany Medical College,Computer Science,,N,,,,,,,,,,,,,
NY,Albany Medical College,Genetics,Recommended,N,6,,Y,N,Y,Can be used toward our Biology requirement.,,,,,,,
NY,Albany Medical College,Humanities,,N,,,,,,,,,,,,,
NY,Albany Medical College,Inorganic Chemistry,Required,N,6,,Y,N,Y,,,,,,,,
NY,Albany Medical College,Organic Chemistry,Required,N,6,,Y,N,Y,,,,,,,,
NY,Albany Medical College,Physics,Required,N,6,,Y,N,Y,,,,,,,,
NY,Albany Medical College,Psychology,,N,,,,,,,,,,,,,
NY,Albany Medical College,Social Sciences,,,,,,,,,,,,,,,
NY,Albert Einstein College of Medicine,Behavioral Sciences,Required,,8,C,Y,Y,Y,,,,,,,,
NY,Albert Einstein College of Medicine,Biochemistry,Recommended,N,,C,Y,Y,Y,,,,,,,,
NY,Albert Einstein College of Medicine,Biology,Required,N,8,C,Y,Y,Y,,,,,,,,
NY,Albert Einstein College of Medicine,Biology/Zoology,Recommended,N,,C,Y,Y,Y,,,,,,,,
NY,Albert Einstein College of Medicine,Calculus,Recommended,N,,,,,,"For the MD/PhD, calculus is recommended over
statistics or computer science.",,,,,,,
NY,Albert Einstein College of Medicine,Calculus,Required,N,,C,Y,Y,Y,,,,,,,,
NY,Albert Einstein College of Medicine,College English,Recommended,N,,,Y,Y,Y,,,,,,,,
NY,Albert Einstein College of Medicine,College Mathematics,Recommended,N,,,Y,Y,Y,,,,,,,,
NY,Albert Einstein College of Medicine,Computer Science,Recommended,N,,,Y,Y,Y,,,,,,,,
NY,Albert Einstein College of Medicine,Genetics,Recommended,Y,,,,Y,Y,,,,,,,,
NY,Albert Einstein College of Medicine,Humanities,Recommended,N,,,Y,Y,Y,,,,,,,,
NY,Albert Einstein College of Medicine,Inorganic Chemistry,Required,Y,8,,Y,Y,Y,,,,,,,,
NY,Albert Einstein College of Medicine,Organic Chemistry,Required,Y,8,,Y,Y,Y,,,,,,,,
NY,Albert Einstein College of Medicine,Physics,Required,Y,8,,Y,Y,Y,,,,,,,,
