State,Medical School,Course,"Required or
Recommended?",Lab?,"Credit
Hours","Pass/
Fail","AP
Credit","Online
Course","Community
College",Additional Info
FL,"Florida
International
University
Herbert
Wertheim
College of
Medicine",Immunology,Recommended,Y,,N,,,Y,"We will accept Pass/Fail and online labs for
coursework completed during the 2019-2020 and
2020-2021 academic years."
FL,"Florida
International
University
Herbert
Wertheim
College of
Medicine",Inorganic Chemistry,Required,Y,8,N,,,Y,"We will accept Pass/Fail and online labs for
coursework completed during the 2019-2020 and
2020-2021 academic years."
FL,"Florida
International
University
Herbert
Wertheim
College of
Medicine",Microbiology,Recommended,Y,,N,,,Y,"We will accept Pass/Fail and online labs for
coursework completed during the 2019-2020 and
2020-2021 academic years."
FL,"Florida
International
University
Herbert
Wertheim
College of
Medicine",Organic Chemistry,Required,Y,8,N,,,Y,"Satisfied by either Organic Chemistry 1 & 2 or
Organic Chemistry 1 & Biochemistry; We will accept
Pass/Fail and online labs for coursework completed
during the 2019-2020 and 2020-2021 academic
years."
FL,"Florida
International
University
Herbert
Wertheim
College of
Medicine",Physics,Required,Y,8,N,,,Y,"We will accept Pass/Fail and online labs for
coursework completed during the 2019-2020 and
2020-2021 academic years."
FL,"Florida
International
University
Herbert
Wertheim
College of
Medicine",Psychology,,Y,,N,,,Y,"We will accept Pass/Fail and online labs for
coursework completed during the 2019-2020 and
2020-2021 academic years."
FL,"Florida
International
University
Herbert
Wertheim
College of
Medicine",Social Sciences,Recommended,Y,,N,,,Y,"We will accept Pass/Fail and online labs for
coursework completed during the 2019-2020 and
2020-2021 academic years."
FL,"Florida
International
University
Herbert
Wertheim
College of
Medicine",Statistics,Recommended,Y,,N,,,Y,"We will accept Pass/Fail and online labs for
coursework completed during the 2019-2020 and
2020-2021 academic years."
FL,"Florida State
University",Behavioral Sciences,,Y,,N,,,Y,
FL,"Florida State
University
College of
Medicine",Biochemistry,Required,Y,3,N,,,Y,"Applicants must complete a Biochemistry course
which requires at least one Organic Chemistry
course as a pre-requisite. One credit hour of
biochemistry laboratory is preferred but not required."
FL,"Florida State
University
College of
Medicine",Biology,Required,Y,8,N,,,Y,
FL,"Florida State
University
College of
Medicine",Biology/Zoology,,Y,,N,,,Y,
FL,"Florida State
University
College of
Medicine",Calculus,,Y,,N,,,Y,
FL,"Florida State
University
College of
Medicine",College English,Required,Y,6,N,,,Y,"Other writing intensive courses may substitute for
English requirement."
FL,"Florida State
University
College of
Medicine",College Mathematics,Required,Y,6,N,,,Y,Statistics is recommended.
FL,"Florida State
University
College of
Medicine",Computer Science,,Y,,N,,,Y,
FL,"Florida State
University
College of
Medicine",Genetics,Recommended,Y,3,N,,,Y,
FL,"Florida State
University
College of
Medicine",Humanities,,Y,,N,,,Y,
FL,"Florida State
University
College of
Medicine",Inorganic Chemistry,,Y,,N,,,Y,
FL,"Florida State
University
College of
Medicine",Organic Chemistry,Required,Y,4,N,,,Y,
FL,"Florida State
University
College of
Medicine",Physics,Required,Y,8,N,,,Y,
FL,"Florida State
University
College of
Medicine",Psychology,Recommended,Y,3,N,,,Y,
FL,"Florida State
University
College of
Medicine",Social Sciences,Recommended,Y,3,N,,,Y,
FL,"Florida State
University
College of
Medicine",Spanish,Recommended,Y,6,N,,,Y,
FL,"Florida State
University
College of
Medicine",Statistics,Recommended,Y,,N,,,Y,3
FL,"Nova
Southeastern
University Dr.
Kiran C. Patel
College of
Allopathic
Medicine",Anatomy,Recommended,Y,,N,Y,C,Y,
FL,"Nova
Southeastern
University Dr.
Kiran C. Patel
College of
Allopathic
Medicine",Behavioral Sciences,Recommended,Y,,N,,C,Y,
FL,"Nova
Southeastern
University Dr.
Kiran C. Patel
College of
Allopathic
Medicine",Biochemistry,Required,Y,,N,,C,Y,
FL,"Nova
Southeastern
University Dr.
Kiran C. Patel
College of
Allopathic
Medicine",Biology,Required,Y,,N,,C,Y,
FL,"Nova
Southeastern
University Dr.
Kiran C. Patel
College of
Allopathic
Medicine",Biology/Zoology,Recommended,Y,,N,,C,Y,
FL,"Nova
Southeastern
University Dr.
Kiran C. Patel
College of
Allopathic
Medicine",Calculus,Recommended,Y,,N,,C,Y,
FL,"Nova
Southeastern
University Dr.
Kiran C. Patel
College of
Allopathic
Medicine",College English,Recommended,Y,,N,,,Y,
FL,"Nova
Southeastern
University Dr.
Kiran C. Patel
College of
Allopathic
Medicine",College Mathematics,Required,Y,,N,,C,Y,
FL,"Nova
Southeastern
University Dr.
Kiran C. Patel
College of
Allopathic
Medicine",Computer Science,,Y,,N,,,Y,
FL,"Nova
Southeastern
University Dr.
Kiran C. Patel
College of
Allopathic
Medicine",Genetics,Recommended,Y,,N,,C,Y,
FL,"Nova
Southeastern
University Dr.
Kiran C. Patel
College of
Allopathic
Medicine",Humanities,Recommended,Y,,N,,,Y,
FL,"Nova
Southeastern
University Dr.
Kiran C. Patel
College of
Allopathic
Medicine",Immunology,Recommended,Y,,N,Y,C,Y,
FL,"Nova
Southeastern
University Dr.
Kiran C. Patel
College of
Allopathic
Medicine",Inorganic Chemistry,Recommended,Y,,N,,C,Y,
FL,"Nova
Southeastern
University Dr.
Kiran C. Patel
College of
Allopathic
Medicine",Organic Chemistry,Required,Y,,N,,C,Y,
FL,"Nova
Southeastern
University Dr.
Kiran C. Patel
College of
Allopathic
Medicine",Physics,Required,Y,,N,,C,Y,
FL,"Nova
Southeastern
University Dr.
Kiran C. Patel
College of
Allopathic
Medicine",Physiology,Recommended,Y,,N,Y,C,Y,
FL,"Nova
Southeastern
University Dr.
Kiran C. Patel
College of
Allopathic
Medicine",Psychology,Recommended,Y,,N,,C,Y,
FL,"Nova
Southeastern
University Dr.
Kiran C. Patel
College of
Allopathic
Medicine",Social Sciences,Recommended,Y,,N,,,Y,
FL,"University of
Central Florida
College of
Medicine",Anatomy,Recommended,Y,,N,,,Y,
FL,"University of
Central Florida
College of
Medicine",Behavioral Sciences,Recommended,Y,,N,,,Y,
FL,"University of
Central Florida
College of
Medicine",Biochemistry,Recommended,Y,,N,,,Y,
FL,"University of
Central Florida
College of
Medicine",Biology,Required,Y,8,N,,,Y,
FL,"University of
Central Florida
College of
Medicine",Biology/Zoology,,Y,,N,,,Y,
FL,"University of
Central Florida
College of
Medicine",Calculus,Recommended,Y,,N,,,Y,
FL,"University of
Central Florida
College of
Medicine",Cell Biology,Recommended,Y,,N,,,Y,
FL,"University of
Central Florida
College of
Medicine",College English,Required,Y,6,N,,,Y,
FL,"University of
Central Florida
College of
Medicine",College Mathematics,Required,Y,6,N,,,Y,
FL,"University of
Central Florida
College of
Medicine",Computer Science,,Y,,N,,,Y,
FL,"University of
Central Florida
College of
Medicine",Genetics,Recommended,Y,,N,,,Y,
FL,"University of
Central Florida
College of
Medicine",Humanities,,Y,,N,,,Y,
FL,"University of
Central Florida
College of
Medicine",Inorganic Chemistry,Required,Y,8,N,,,Y,
FL,"University of
Central Florida
College of
Medicine",Organic Chemistry,Required,Y,8,N,,,Y,
FL,"University of
Central Florida
College of
Medicine",Physics,Required,Y,8,N,,,Y,
FL,"University of
Central Florida
College of
Medicine",Psychology,Recommended,Y,,N,,,Y,
FL,"University of
Central Florida
College of
Medicine",Social Sciences,Recommended,Y,,N,,,Y,
FL,"University of
Central Florida
College of
Medicine",Statistics,Recommended,Y,,N,,,Y,
FL,"University of
Central Florida
College of
Medicine",Behavioral Sciences,,Y,,N,,,Y,
FL,"University of
Florida College
of Medicine",Biochemistry,Required,Y,3,N,,,Y,Level must be upper-division
FL,"University of
Florida College
of Medicine",Biology,Required,Y,8,N,,,Y,"AP and other test credit is only accepted if graded
coursework in the discipline is also completed, at the
discretion of the committee"
FL,"University of
Florida College
of Medicine",Biology/Zoology,,Y,,N,,,Y,
FL,"University of
Florida College
of Medicine",Calculus,Recommended,Y,,N,,,Y,
FL,"University of
Florida College
of Medicine",College English,,Y,,N,,,Y,
FL,"University of
Florida College
of Medicine",College Mathematics,,Y,,N,,,Y,
FL,"University of
Florida College
of Medicine",Computer Science,,Y,,N,,,Y,
FL,"University of
Florida College
of Medicine",General Chemistry,Required,Y,8,N,,,Y,
FL,"University of
Florida College
of Medicine",Genetics,Recommended,Y,,N,,,Y,
FL,"University of
Florida College
of Medicine",Humanities,,Y,,N,,,Y,
FL,"University of
Florida College
of Medicine",Inorganic Chemistry,,Y,,N,,,Y,"Inorganic chemistry, as distinguished from general
chemistry, is an upper division chemistry course
offered by a 4 year institution. Not required but may
sub for general chemistry."
FL,"University of
Florida College
of Medicine",Molecular Biology,Recommended,Y,,N,,,Y,
FL,"University of
Florida College
of Medicine",Organic Chemistry,Required,Y,4,N,,,Y,
FL,"University of
Florida College
of Medicine",Physics,Required,Y,8,N,,,Y,
FL,"University of
Florida College
of Medicine",Psychology,,Y,,N,,,Y,
FL,"University of
Florida College
of Medicine",Social Sciences,Recommended,Y,,N,,,Y,
FL,"University of
Florida College
of Medicine",Statistics,Recommended,Y,,N,,,Y,
FL,"University of
Miami Leonard
M. Miller School
of Medicine",Behavioral Sciences,Required,Y,6,N,Y,,Y,"Online accepted if unable to take on-site because of
the COVID Pandemic."
FL,"University of
Miami Leonard
M. Miller School
of Medicine",Biochemistry,Required,Y,3,N,Y,,Y,"Online accepted if unable to take on-site because of
the COVID Pandemic."
FL,"University of
Miami Leonard
M. Miller School
of Medicine",Biology,Required,Y,8,N,Y,,Y,"Online accepted if unable to take on-site because of
the COVID Pandemic."
FL,"University of
Miami Leonard
M. Miller School
of Medicine",Biology/Zoology,,Y,,N,Y,,Y,"Online accepted if unable to take on-site because of
the COVID Pandemic."
FL,"University of
Miami Leonard
M. Miller School
of Medicine",Calculus,,Y,,N,,,Y,
FL,"University of
Miami Leonard
M. Miller School
of Medicine",College English,Required,Y,6,N,Y,,Y,"Online accepted if unable to take on-site because of
the COVID Pandemic."
FL,"University of
Miami Leonard
M. Miller School
of Medicine",College Mathematics,,Y,,N,,,Y,
FL,"University of
Miami Leonard
M. Miller School
of Medicine",Computer Science,Recommended,Y,,N,,,Y,"Online accepted if unable to take on-site because of
the COVID Pandemic."
FL,"University of
Miami Leonard
M. Miller School
of Medicine",Genetics,Recommended,Y,,N,,,Y,"Online accepted if unable to take on-site because of
the COVID Pandemic."
FL,"University of
Miami Leonard
M. Miller School
of Medicine",Humanities,Recommended,Y,,N,,,Y,"Online accepted if unable to take on-site because of
the COVID Pandemic."
FL,"University of
Miami Leonard
M. Miller School
of Medicine",Inorganic Chemistry,Required,Y,8,N,Y,,Y,"Online accepted if unable to take on-site because of
the COVID Pandemic."
FL,"University of
Miami Leonard
M. Miller School
of Medicine",Organic Chemistry,Required,Y,4,N,Y,,Y,"Online accepted if unable to take on-site because of
the COVID Pandemic."
FL,"University of
Miami Leonard
M. Miller School
of Medicine",Physics,Required,Y,8,N,Y,,Y,"Online accepted if unable to take on-site because of
the COVID Pandemic."
FL,"University of
Miami Leonard
M. Miller School
of Medicine",Psychology,Recommended,Y,,N,,,Y,"Online accepted if unable to take on-site because of
the COVID Pandemic."
FL,"University of
Miami Leonard
M. Miller School
of Medicine",Social Sciences,Recommended,Y,,N,,,Y,"Online accepted if unable to take on-site because of
the COVID Pandemic."
FL,"USF Health
Morsani College",Behavioral Sciences,Recommended,Y,,N,,,Y,
FL,"USF Health
Morsani College
of Medicine",Biochemistry,Required,Y,3,N,,,Y,
FL,"USF Health
Morsani College
of Medicine",Biology,Required,Y,8,N,,,Y,
FL,"USF Health
Morsani College
of Medicine",Biology/Zoology,Recommended,Y,,N,,,Y,
FL,"USF Health
Morsani College
of Medicine",Calculus,Recommended,Y,,N,,,Y,
FL,"USF Health
Morsani College
of Medicine",College English,Required,Y,6,N,,,Y,
FL,"USF Health
Morsani College
of Medicine",College Mathematics,Required,Y,6,N,,,Y,
FL,"USF Health
Morsani College
of Medicine",Computer Science,Recommended,Y,,N,,,Y,
FL,"USF Health
Morsani College
of Medicine",Genetics,Recommended,Y,,N,,,Y,
FL,"USF Health
Morsani College
of Medicine",Humanities,Recommended,Y,,N,,,Y,
FL,"USF Health
Morsani College
of Medicine",Inorganic Chemistry,Recommended,Y,,N,,,Y,
FL,"USF Health
Morsani College
of Medicine",Organic Chemistry,Required,Y,4,N,,,Y,
FL,"USF Health
Morsani College
of Medicine",Physics,Required,Y,8,N,,,Y,
FL,"USF Health
Morsani College
of Medicine",Psychology,Recommended,Y,,N,,,Y,
FL,"USF Health
Morsani College
of Medicine",Social Sciences,Recommended,Y,,N,,,Y,
GA,"Emory University
School of
Medicine",Behavioral Sciences,Recommended,Y,,N,,,Y,"We will accept both Pass/Fail and online
coursework."
GA,"Emory University
School of
Medicine",Biochemistry,Recommended,Y,,N,,,Y,
GA,"Emory University
School of
Medicine",Biology,Required,Y,8,N,,,Y,"We will accept both Pass/Fail and online
coursework."
GA,"Emory University
School of
Medicine",Biology/Zoology,,Y,,N,,,Y,
GA,"Emory University
School of
Medicine",Calculus,,Y,,N,,,Y,
GA,"Emory University
School of
Medicine",College English,Required,Y,6,N,,,Y,"We will accept both Pass/Fail and online
coursework."
GA,"Emory University
School of
Medicine",College Mathematics,,Y,,N,,,Y,
GA,"Emory University
School of
Medicine",Computer Science,,Y,,N,,,Y,
GA,"Emory University
School of
Medicine",Genetics,,Y,,N,,,Y,
GA,"Emory University
School of
Medicine",Humanities,Required,Y,18,N,,,Y,"We will accept both Pass/Fail and online
coursework."
GA,"Emory University
School of
Medicine",Inorganic Chemistry,Required,Y,8,N,,,Y,"We will accept Pass/Fail and online coursework
completed during the 2019-20 and 2020-21
academic years."
GA,"Emory University
School of
Medicine",Organic Chemistry,Required,Y,8,N,,,Y,"We will accept both Pass/Fail and online
coursework."
GA,"Emory University
School of
Medicine",Physics,Required,Y,8,N,,,Y,"This requirement can be met with 8 credit hours in
any physical science course that includes lab
(physics, geology, ecology, etc.). We will accept
both Pass/Fail and online coursework."
GA,"Emory University
School of
Medicine",Psychology,Recommended,Y,,N,,,Y,
GA,"Emory University
School of
Medicine",Social Sciences,Recommended,Y,,N,,,Y,"We will accept both Pass/Fail and online
coursework."
GA,"Medical College
of Georgia at
Augusta
University",Behavioral Sciences,,Y,,N,,,Y,
GA,"Medical College
of Georgia at
Augusta
University",Biochemistry,Required,Y,3,N,,,Y,"One academic year of Chemistry during college. Of
the year, one semester must be Organic Chemistry
and one semester must be Biochemistry.
(AP credit may NOT be used to place out of this
requirement.)"
GA,"Medical College
of Georgia at
Augusta
University",Biology,Required,Y,8,N,,,Y,"One academic year of General Biology or Zoology (2
semesters lab). If General Biology AP is used,
students must also have 2 semesters of Advanced
Biology courses and labs completed in college."
GA,"Medical College
of Georgia at
Augusta
University",Biology/Zoology,,Y,,N,,,Y,
GA,"Medical College
of Georgia at
Augusta
University",Calculus,,Y,,N,,,Y,
GA,"Medical College
of Georgia at
Augusta
University",Cellular Biology,Recommended,Y,,N,,,Y,
GA,"Medical College
of Georgia at
Augusta
University",Chemistry,Required,Y,6,N,,,Y,"One academic year of Chemistry during college. Of
the year, one semester must be Organic Chemistry
and one semester must be Biochemistry.
(AP credit may NOT be used to place out of this
requirement.)"
GA,"Medical College
of Georgia at
Augusta
University",College English,Required,Y,6,N,,,Y,"One academic year of English. AP and online course
work accepted for non science courses from an
accredited university and must appear on the official
transcript."
GA,"Medical College
of Georgia at
Augusta
University",College Mathematics,,Y,,N,,,Y,
GA,"Medical College
of Georgia at
Augusta
University",Computer Science,,Y,,N,,,Y,
GA,"Medical College
of Georgia at
Augusta
University",Genetics,Recommended,Y,,N,,,Y,
GA,"Medical College
of Georgia at
Augusta
University",Humanities,Recommended,Y,,N,,,Y,
GA,"Medical College
of Georgia at
Augusta
University",Inorganic Chemistry,Recommended,Y,,N,,,Y,
GA,"Medical College
of Georgia at
Augusta
University",Organic Chemistry,Required,Y,3,N,,,Y,"One academic year of Chemistry during college. Of
the year, one semester must be Organic Chemistry
and one semester must be Biochemistry.
(AP credit may NOT be used to place out of this
requirement.)"
GA,"Medical College
of Georgia at
Augusta
University",Physics,Required,Y,8,N,,,Y,"One academic year of Physics with 2 semesters of
lab.
(AP credit may be used to place out of this
requirement.)"
GA,"Medical College
of Georgia at
Augusta
University",Psychology,,Y,,N,,,Y,
GA,"Medical College
of Georgia at
Augusta
University",Social Sciences,Recommended,Y,,N,,,Y,
GA,"Medical College
of Georgia at
Augusta
University",Statistics,Required,Y,3,N,,,Y,"One semester - see admissions website for details.
AP and online course work accepted for non-science
courses from an accredited university; coursework
must appear on the official transcript."
GA,"Mercer University
School of
Medicine",Behavioral Sciences,Recommended,Y,,N,,,Y,
GA,"Mercer University
School of
Medicine",Biochemistry,Recommended,Y,,N,,,Y,
GA,"Mercer University
School of
Medicine",Biology,Required,Y,8,N,,,Y,"Those with AP credits must have taken advanced
courses with lab in the same domain in college.
Online laboratory sections accepted for duration of
COVID-19 pandemic."
GA,"Mercer University
School of
Medicine",Biology/Zoology,,Y,,N,,,Y,
GA,"Mercer University
School of
Medicine",Calculus,,Y,,N,,,Y,
GA,"Mercer University
School of
Medicine",College English,Recommended,Y,,N,,,Y,
GA,"Mercer University
School of
Medicine",College Mathematics,Recommended,Y,,N,,,Y,
GA,"Mercer University
School of
Medicine",Computer Science,Recommended,Y,,N,,,Y,
GA,"Mercer University
School of
Medicine",Genetics,Recommended,Y,,N,,,Y,"Online laboratory component accepted during
coronavirus pandemic."
GA,"Mercer University
School of
Medicine",Humanities,Recommended,Y,,N,,,Y,
GA,"Mercer University
School of
Medicine",Inorganic Chemistry,Required,Y,8,N,,,Y,"8 hrs of General or Inorganic Chemistry with lab.
Those with AP credits must have taken advanced
courses with lab in the same domain in college.
Online laboratory accepted during coronaviurs
pandemic."
GA,"Mercer University
School of
Medicine",Organic Chemistry,Required,Y,8,N,,,Y,"Those with AP credits must have taken advance
courses with lab, such as Biochemistry. Biochem
with lab may substitute for second organic semester.
Online labs accepted during coronavirus pandemic."
GA,"Mercer University
School of
Medicine",Physics,Required,Y,8,N,,,Y,"AP credit may be used in place of one semester only
of the Physics requirement. Online labs accepted
during coronavirus pandemic."
GA,"Mercer University
School of
Medicine",Psychology,Recommended,Y,,N,,,Y,
GA,"Mercer University
School of
Medicine",Social Sciences,Recommended,Y,,N,,,Y,
GA,"Morehouse
School of
Medicine",Behavioral Sciences,Recommended,Y,,N,,,Y,"Online coursework will be accepted if completed
during Spring semester 2019-2020 and Fall
semester of 2020-2021 academic years."
GA,"Morehouse
School of
Medicine",Biochemistry,Recommended,Y,3,N,,,Y,"A minimum of 3 semester hours or 5 quarter hours.
Laboratory component is not required but may prove
beneficial to the student"
GA,"Morehouse
School of
Medicine",Biology,Required,Y,8,N,,,Y,"A minimum of 8 semester hours with laboratory
component or a minimum of 9 quarter hours with lab.
Online coursework will be accepted for Spring
semester 2019-2020 and Fall semester of
2020-2021."
GA,"Morehouse
School of
Medicine",Biology/Zoology,,Y,,N,,,Y,
GA,"Morehouse
School of
Medicine",Calculus,,Y,,N,,,Y,
GA,"Morehouse
School of
Medicine",College English,Required,Y,,N,,,Y,A minimum of 6 semester hours or 9 quarter hours
GA,"Morehouse
School of
Medicine",College Mathematics,Required,Y,6,N,,,Y,"A minimum of 6 semester hours or 9 quarter hours.
Require mathematics for science majors. Online
coursework will be accepted for Spring semester
2019-2020 and Fall semester 2020-2021 academic
years."
GA,"Morehouse
School of
Medicine",Computer Science,,Y,,N,,,Y,
GA,"Morehouse
School of
Medicine",Genetics,Recommended,Y,3,N,,,Y,"A minimum of 3 semester hours or 5 quarter hours.
Laboratory component is not required"
GA,"Morehouse
School of
Medicine",Humanities,,Y,,N,,,Y,
GA,"Morehouse
School of
Medicine",Inorganic Chemistry,Required,Y,8,N,,,Y,"A minimum of 8 semester hours with lab or a
minimum of 12 quarter hours with lab. Online
coursework will be accepted if completed during
Spring semester 2019-2020 and Fall semester of
2020-2021."
GA,"Morehouse
School of
Medicine",Organic Chemistry,Required,Y,8,N,,,Y,"A minimum of 8 semester hours with lab or a
minimum of 12 quarter hours with lab. Online
coursework will be accepted if completed during
Spring semester 2019-2020 and Fall semester of
2020-2021."
GA,"Morehouse
School of
Medicine",Physics,Required,Y,8,N,,,Y,"A minimum of 8 semester hours with lab or a
minimum of 12 quarter hours with lab. Online
coursework will be accepted if completed during
Spring semester 2019-2020 and Fall semester of
2020-2021."
GA,"Morehouse
School of
Medicine",Psychology,Recommended,Y,3,N,,,Y,A minimum of 3 semester hours or 5 quarter hours
GA,"Morehouse
School of
Medicine",Social Sciences,,Y,,N,,,Y,
GA,"Morehouse
School of
Medicine",Statistics,Recommended,Y,,N,,,Y,A minimum of 3 semester hours or 5 quarter hours
HI,"University of
Hawaii, John A.
Burns School of
Medicine",Anatomy,Recommended,Y,,N,,,Y,
HI,"University of
Hawaii, John A.
Burns School of
Medicine",Behavioral Sciences,Recommended,Y,,N,,,Y,
HI,"University of
Hawaii, John A.
Burns School of
Medicine",Biochemistry,Required,Y,3,N,,,Y,
HI,"University of
Hawaii, John A.
Burns School of
Medicine",Biology,Required,Y,8,N,,,Y,
HI,"University of
Hawaii, John A.
Burns School of
Medicine",Biology/Zoology,Recommended,Y,,N,,,Y,
HI,"University of
Hawaii, John A.
Burns School of
Medicine",Calculus,Recommended,Y,,N,,,Y,
HI,"University of
Hawaii, John A.
Burns School of
Medicine",College English,Recommended,Y,,N,,,Y,
HI,"University of
Hawaii, John A.
Burns School of
Medicine",College Mathematics,,Y,,N,,,Y,
HI,"University of
Hawaii, John A.
Burns School of
Medicine",Computer Science,,Y,,N,,,Y,
HI,"University of
Hawaii, John A.
Burns School of
Medicine",Genetics,Recommended,Y,,N,,,Y,
HI,"University of
Hawaii, John A.
Burns School of
Medicine",Humanities,Recommended,Y,,N,,,Y,
HI,"University of
Hawaii, John A.
Burns School of
Medicine",Immunology,Recommended,Y,,N,,,Y,
HI,"University of
Hawaii, John A.
Burns School of
Medicine",Inorganic Chemistry,Required,Y,8,N,,,Y,
HI,"University of
Hawaii, John A.
Burns School of
Medicine",Microbiology,Recommended,Y,,N,,,Y,
HI,"University of
Hawaii, John A.
Burns School of
Medicine",Organic Chemistry,Required,Y,8,N,,,Y,
HI,"University of
Hawaii, John A.
Burns School of
Medicine",Physics,Required,Y,8,N,,,Y,
HI,"University of
Hawaii, John A.
Burns School of
Medicine",Physiology,Recommended,Y,,N,,,Y,
HI,"University of
Hawaii, John A.
Burns School of
Medicine",Psychology,,Y,,N,,,Y,
HI,"University of
Hawaii, John A.
Burns School of
Medicine",Social Sciences,Recommended,Y,,N,,,Y,
HI,"University of
Hawaii, John A.
Burns School of
Medicine",Statistics,Recommended,Y,,N,,,Y,
IA,"University of
Iowa Roy J. and
Lucille A. Carver
College of
Medicine",Behavioral Sciences,,Y,,N,,,Y,
IA,"University of
Iowa Roy J. and
Lucille A. Carver
College of
Medicine",Biochemistry,Required,Y,3,N,,,Y,
IA,"University of
Iowa Roy J. and
Lucille A. Carver
College of
Medicine",Biology,Required,Y,8,N,,,Y,
IA,"University of
Iowa Roy J. and
Lucille A. Carver
College of
Medicine",Biology (Advanced),Required,Y,3,N,,,Y,
IA,"University of
Iowa Roy J. and
Lucille A. Carver
College of
Medicine",Biology/Zoology,,Y,,N,,,Y,
IA,"University of
Iowa Roy J. and
Lucille A. Carver
College of
Medicine",Calculus,,Y,,N,,,Y,
IA,"University of
Iowa Roy J. and
Lucille A. Carver
College of
Medicine",College English,Required,Y,6,N,,,Y,
IA,"University of
Iowa Roy J. and
Lucille A. Carver
College of
Medicine",College Mathematics,Required,Y,3,N,,,Y,
IA,"University of
Iowa Roy J. and
Lucille A. Carver
College of
Medicine",Computer Science,,Y,,N,,,Y,
IA,"University of
Iowa Roy J. and
Lucille A. Carver
College of
Medicine",Genetics,Recommended,Y,,N,,,Y,
IA,"University of
Iowa Roy J. and
Lucille A. Carver
College of
Medicine",Humanities,,Y,,N,,,Y,
IA,"University of
Iowa Roy J. and
Lucille A. Carver
College of
Medicine","Humanities/Social,
Behavioral Sciences/
Humanities",Required,Y,12,N,,,Y,
IA,"University of
Iowa Roy J. and
Lucille A. Carver
College of
Medicine",Inorganic Chemistry,Required,Y,8,N,,,Y,
IA,"University of
Iowa Roy J. and
Lucille A. Carver
College of
Medicine",Organic Chemistry,Required,Y,8,N,,,Y,
IA,"University of
Iowa Roy J. and
Lucille A. Carver
College of
Medicine",Physics,Required,Y,8,N,,,Y,
IA,"University of
Iowa Roy J. and
Lucille A. Carver
College of
Medicine",Psychology,,Y,,N,,,Y,
IA,"University of
Iowa Roy J. and
Lucille A. Carver
College of
Medicine",Social Sciences,Recommended,Y,,N,,,Y,"Coursework that addresses race/racism in the
United States in the strongly encouraged. Other
recommended courses: psychology, sociology,
languages, and other non-science, writing intensive
courses"
IL,"Carle Illinois
College of
Medicine",Behavioral Sciences,,Y,,N,,,Y,
IL,"Carle Illinois
College of
Medicine",Biochemistry,Recommended,Y,,N,,,Y,Biochemistry (1 semester)
IL,"Carle Illinois
College of
Medicine",Biology,Recommended,Y,,N,,,Y,Biology with Lab (2 semesters)
IL,"Carle Illinois
College of
Medicine",Biology/Zoology,,Y,,N,,,Y,
IL,"Carle Illinois
College of
Medicine",Calculus,Recommended,Y,,N,,,Y,Calculus (2 semesters)
IL,"Carle Illinois
College of
Medicine",College English,,Y,,N,,,Y,
IL,"Carle Illinois
College of
Medicine",College Mathematics,,Y,,N,,,Y,
IL,"Carle Illinois
College of
Medicine",Computer Science,,Y,,N,,,Y,
IL,"Carle Illinois
College of
Medicine",Differential Equations,Recommended,Y,,N,,,Y,"Differential equations (1 semester) in addition to
calculus 1 and calculus 2 or equivalent"
IL,"Carle Illinois
College of
Medicine",Genetics,,Y,,N,,,Y,
IL,"Carle Illinois
College of
Medicine",Humanities,Recommended,Y,,N,,,Y,"Humanities course work as defined by the
undergraduate major"
IL,"Carle Illinois
College of
Medicine",Inorganic Chemistry,,Y,,N,,,Y,
IL,"Carle Illinois
College of
Medicine",Linear Algebra,Recommended,Y,,N,,,Y,"Linear algebra (1 semester) in addition to calculus 1
and calculus 2 or equivalent"
IL,"Carle Illinois
College of
Medicine","Multivariable
Calculus",Recommended,Y,,N,,,Y,"Multivariable calculus (1 semester) in addition to
calculus 1 and calculus 2 or equivalent"
IL,"Carle Illinois
College of
Medicine",Organic Chemistry,Recommended,Y,,N,,,Y,General/Organic Chemistry with Lab (3 semesters)
IL,"Carle Illinois
College of
Medicine",Physics,Recommended,Y,,N,,,Y,Physics with Lab (2 semesters)
IL,"Carle Illinois
College of
Medicine","Physiology, Systems
Biology or Other
Advanced Biology",Recommended,Y,,N,,,Y,"Physiology, Systems Biology or other advanced
biology course (1 semester)"
IL,"Carle Illinois
College of
Medicine",Psychology,,Y,,N,,,Y,
IL,"Carle Illinois
College of
Medicine",Social Sciences,Recommended,Y,,N,,,Y,"Social Science course work as defined by the
undergraduate major"
IL,"Carle Illinois
College of
Medicine",Statistics,Recommended,Y,,N,,,Y,Statistics (1 semester)
IL,"Chicago Medical
School at
Rosalind Franklin
University of
Medicine &
Science",Behavioral Sciences,,Y,,N,,,Y,
IL,"Chicago Medical
School at
Rosalind Franklin
University of
Medicine &
Science","Behavioral/Social
Sciences",Required,Y,6,N,,,Y,"Two courses in Behavioral/Social Sciences are
Required"
IL,"Chicago Medical
School at
Rosalind Franklin
University of
Medicine &
Science",Biochemistry,Required,Y,3,N,,,Y,"A two year Chemistry Sequence is required and
includes this course sequence.(lab recommended
but not required)"
IL,"Chicago Medical
School at
Rosalind Franklin
University of
Medicine &
Science",Biology,Required,Y,8,N,,,Y,"One year of Introductory Biology is required with lab
or equivalent"
IL,"Chicago Medical
School at
Rosalind Franklin
University of
Medicine &
Science",Biology/Zoology,Recommended,Y,3,N,,,Y,"One course in Advanced Biology (200 level or
above)"
